Step,Agent_ID,Position_X,Position_Y,Position_Z,Velocity_X,Velocity_Y,Velocity_Z,Orientation_W,Orientation_X,Orientation_Y,Orientation_Z,Angular_Velocity_X,Angular_Velocity_Y,Angular_Velocity_Z,Action_Type,Action_Vector_0,Action_Vector_1,Action_Vector_2,Action_Vector_3,Curiosity_Reward,World_Loss,Self_Loss,VAE_Loss,VAE_KLD_Loss,Is_Interacting_Object,Is_Interacting_With_Other_Agent
36,0,-0.44438635114415553,0.2488739701336063,0.1992107500880769,0.7171007733822234,0.6023018349557088,0.004065651714393326,0.8177844442726105,-0.16260379501190422,0.5297561286658375,0.15539321958968735,-2.571035263527253,2.6392888461775845,-1.5359266022396767,forward,50.0,0.0,0.0,0.0,0.9549935460090637,2.0024678707122803,0.622843861579895,1478.8094482421875,4.415410041809082,0,0
36,1,1.191511552365825,-0.581499010894937,0.1990590768757453,0.1104866363812567,-0.8489212846869079,0.004856990213554235,-0.08297904660490124,0.08667736218558919,-0.5575774537330969,0.821406656777023,3.5207687922785853,0.504887204423194,3.1153800740890944e-13,right,0.0,50.0,0.0,0.0,1.0474742650985718,2.0024678707122803,0.9740707278251648,1478.8094482421875,4.415410041809082,0,0
40,0,-0.42794604629556027,0.25932217191434787,0.19943175084901757,0.1378681493993201,0.01597398857825984,0.002912604265986274,0.7971955452273578,-0.16991515550328432,0.5624929856656059,0.13859921961159455,-0.07986994289129931,0.6893407469965984,1.627322408770393e-14,forward,50.0,0.0,0.0,0.0,1.0797075033187866,2.0111453533172607,0.5809071660041809,1273.4503173828125,41.14710235595703,0,0
40,1,1.1910904226262942,-0.578425620784591,0.19977224618662112,-0.013095471862964682,0.09529376830500835,-0.06503221030164931,-0.10572040431636652,0.1021242145155196,-0.5555126990250069,0.8184127822454413,0.021756706647708384,0.003266866700531741,-0.08672465337635438,rotate_right,0.0,0.0,0.0,-5.0,0.9314377307891846,2.0111453533172607,0.525880753993988,1273.4503173828125,41.14710235595703,0,0
44,0,-0.4202754447209528,0.2601306611264206,0.19959007423830988,5.367341829335885e-05,1.665212083106356e-05,0.002086569191427856,0.7878641627423937,-0.16048943441509606,0.5803284463989167,0.12935260649700575,-8.326060412478359e-05,0.00026836709141896847,-1.7296786276116403,rotate_right,0.0,0.0,0.0,-5.0,1.021017074584961,1.958991527557373,0.36445000767707825,54225.0859375,53320.78125,0,0
44,1,1.1862888310914728,-0.5710042991571069,0.20026056231726427,-0.01615348164343414,0.1761893315207815,-0.06850066325435004,-0.09438469986662418,0.08878334993757367,-0.5529828006227179,0.8230547171485048,-0.17257581160250826,-0.128695950115918,-1.8075069027101494,rotate_right,0.0,0.0,0.0,-5.0,0.9379745125770569,1.958991527557373,3.890972375869751,54225.0859375,53320.78125,0,0
48,0,-0.41466758186550357,0.2603625593289957,0.19970349599980255,-8.256816585217554e-15,9.761426420077933e-15,0.0014948034792892084,0.7841368481885979,-0.13556149469310017,0.5974327451847731,0.09912920583970396,-4.7947076270234706e-14,-4.055634337749509e-14,-8.704241747552266e-30,stop,0.0,0.0,0.0,0.0,0.8931663036346436,1.7441089153289795,0.16741222143173218,957.9328002929688,44.62908172607422,0,0
48,1,1.1858232554838188,-0.5670733838471687,0.19385874839551226,-0.0027103514222619304,-0.023342193660742874,0.03198913880602028,-0.04843760922696041,0.056675183128727366,-0.5500536597589841,0.831794862340138,0.11671096830367866,-0.013551757111223164,-1.607334230226443,right,0.0,50.0,0.0,0.0,0.8509424924850464,1.7441089153289795,0.2299187034368515,957.9328002929688,44.62908172607422,0,0
52,0,-0.4127468542217165,0.2537133499269237,0.19663972754552372,0.11507847164389774,-0.18396031263899193,0.017479682371153327,0.7819767631796218,-0.12537746180935516,0.6010773156007753,0.1072328988115648,0.9082136679091617,0.5634535478542622,-1.0114857720195238e-13,forward,50.0,0.0,0.0,0.0,0.8720798492431641,1.700669288635254,0.28454840183258057,1056.95166015625,13.580705642700195,0,0
52,1,1.1855376425829152,-0.5667431428273616,0.19693324774221369,-0.006263215569338489,-0.021122134499978715,0.015948272649316753,0.025724841534316683,0.006379687769899817,-0.5559330070188757,0.8308044437886352,0.10561067249987868,-0.0313160778467329,-1.2189140221122354,rotate_left,0.0,0.0,0.0,5.0,0.8285895586013794,1.700669288635254,0.20808973908424377,1056.95166015625,13.580705642700195,0,0
56,0,-0.3999635129935673,0.24275657991488647,0.19758988839953082,0.24053938764506028,-0.14431505360674904,0.01252232139373799,0.7601438557054925,-0.12549105734390267,0.6171063691373964,0.16004075209132257,0.7215752680337945,1.2026969382252912,1.6158506081529214,forward,50.0,0.0,0.0,0.0,0.7938530445098877,1.6213735342025757,0.3622840642929077,934.3282470703125,18.227638244628906,0,0
56,1,1.1730230495798857,-0.56209403699483,0.19959331144445722,9.251858538542971e-19,-1.4802973661668754e-17,-0.16333333333333327,0.047052977658216075,-0.014211147061664223,-0.5579538171497196,0.8284151124410662,0.0,0.0,0.0,stop,0.0,0.0,0.0,0.0,0.8275204300880432,1.6213735342025757,0.16995447874069214,934.3282470703125,18.227638244628906,0,0
60,0,-0.3761974057770841,0.22589223585461643,0.1982705769462096,0.38714596469017537,-0.24018088113670072,0.0089709028893315,0.7209194516014716,-0.12286135357165846,0.6443686697853693,0.2235380269667936,1.2009044056834404,1.9357298234507556,1.4018252771999689,forward,50.0,0.0,0.0,0.0,0.7516098022460938,1.5044209957122803,0.4183315634727478,784.9176635742188,26.79423713684082,0,0
60,1,1.1793467771134312,-0.5724931762862878,0.1997058151114971,0.1799783895093605,-0.2393409079778961,0.0014827037661072073,0.049543167092518534,-0.010047413893573134,-0.5769020020780937,0.815247572254454,0.9788802152471692,0.5388412084435669,-3.756057945936401e-14,right,0.0,50.0,0.0,0.0,0.7528113126754761,1.5044209957122803,0.17458941042423248,784.9176635742188,26.79423713684082,0,0
64,0,-0.35021804160160713,0.21264541164512848,0.19967511080438832,0.38397490480530727,-0.2129501511162025,-0.04816276394128423,0.6672064065593805,-0.12472349837075103,0.6749902244592931,0.2892539660655895,0.7698303693255937,1.8518602893451848,2.952645092163415,rotate_left,0.0,0.0,0.0,5.0,0.6770826578140259,1.3917391300201416,0.38700565695762634,663.6027221679688,36.594322204589844,0,0
64,1,1.183793489154687,-0.5912630837051721,0.19978641194653843,-0.1471897070977508,-0.2838152956007769,0.001062198539814957,0.10569615203459432,-0.02316023630868625,-0.6126819391892105,0.7828874556988087,1.5869290766250268,0.3742790096315972,-1.5631490775067665,forward,50.0,0.0,0.0,0.0,0.7146564722061157,1.3917391300201416,0.24279901385307312,663.6027221679688,36.594322204589844,0,0
68,0,-0.34226527212649444,0.22217384233990212,0.19976441559708352,-0.08075538169490308,0.3916131585520841,0.001176962102189122,0.6211054989518291,-0.13393298013480903,0.6956339655161221,0.3352361884169477,0.21775198667070322,1.2689628500457377,0.9413408910715482,right,0.0,50.0,0.0,0.0,0.656712532043457,1.2817583084106445,0.2766459584236145,571.9827270507812,45.732948303222656,0,0
68,1,1.1775372840245468,-0.6083127771379906,0.2006766732749267,-0.06681371919828163,-0.22857723071287955,-0.056465697439614285,0.1435784528204517,-0.04551370829137597,-0.6474524567872829,0.747073655300041,1.366868238199963,-0.04619863281320224,0.4178188251687842,rotate_left,0.0,0.0,0.0,5.0,0.6250457763671875,1.2817583084106445,0.15601524710655212,571.9827270507812,45.732948303222656,0,0
72,0,-0.34597160906898766,0.23184127889407813,0.19982839292186402,-0.15245648070585996,0.205990259126598,0.0008431673641319248,0.6264131290026717,-0.10633795014991565,0.7053267933343459,0.3143452668256439,-0.07512497805428507,-0.055601123158922704,-1.6892176835499735,right,0.0,50.0,0.0,0.0,0.6878810524940491,1.264205813407898,0.21617089211940765,511.20892333984375,51.9075927734375,0,0
72,1,1.1549512244397748,-0.6147815186690934,0.19714463344108643,-0.4924578511355979,-0.032643530647777856,0.014845390742148842,0.13390096355100892,-0.03257374005834441,-0.6797486667696998,0.7203826992949917,1.204048815085998,-0.16155166325570885,0.3822712460297409,left,0.0,-50.0,0.0,0.0,0.5763247013092041,1.264205813407898,0.1541379690170288,511.20892333984375,51.9075927734375,0,0
76,0,-0.35232539976633825,0.24088861530884634,0.20156240618016782,-0.0929766770218082,0.14182275579958115,0.10189486035766435,0.6275096713186636,-0.1095756007128882,0.7047999593324427,0.312220783188659,-0.07757382306710496,-0.054260453122310655,1.8819203012173587e-15,backward,-50.0,0.0,0.0,0.0,0.645828127861023,1.2303662300109863,0.12683257460594177,466.08587646484375,54.3231315612793,0,0
76,1,1.1477527261081304,-0.6153226170794294,0.19982428696486695,0.039594172445728576,0.006387253944493516,0.12299638559365128,0.13996925749860428,-0.041059514653876354,-0.6862399174713673,0.7125991151275509,-5.4091245101506e-14,-4.9372488589158055e-14,-1.6916390659412903,left,0.0,-50.0,0.0,0.0,0.5845381617546082,1.2303662300109863,0.17703042924404144,466.08587646484375,54.3231315612793,0,0
80,0,-0.37327665304370744,0.2718580792579258,0.20399683572944505,-0.48596991144970936,0.7119389789343552,-0.03972218113219736,0.628475716710868,-0.11171300316763351,0.7044763789380858,0.31024427463905224,-0.07478497299949906,-0.05230974008052102,1.814045631212524e-15,right,0.0,50.0,0.0,0.0,0.6079275012016296,1.3082969188690186,0.11105219274759293,429.98699951171875,51.38142395019531,0,0
80,1,1.153598094074362,-0.6144922204243486,0.20345819185702604,0.07626181194393251,0.011133267020284575,-0.26148016226312354,0.14768103663858287,-0.04849153405439055,-0.6857548244086742,0.7110409294426263,-5.0677204494573634e-14,-4.613406343611765e-14,0.11677845326701096,right,0.0,50.0,0.0,0.0,0.7003694176673889,1.3082969188690186,0.15036466717720032,429.98699951171875,51.38142395019531,0,0
84,0,-0.38765549076535893,0.29284488674166376,0.19840754973065813,-0.2835993444929574,0.4054497171641372,0.008256262274918047,0.6297518658523898,-0.11455538176637454,0.7040354317490024,0.3076097573318989,-0.32945112585795583,-0.23044071651913103,-8.13197097251032e-15,right,0.0,50.0,0.0,0.0,0.7186443209648132,1.3760021924972534,0.1283685564994812,391.32818603515625,48.90496826171875,0,0
84,1,1.1536806187282105,-0.614413976362817,0.19364607790872748,1.465437900211142e-14,-9.289621849899468e-15,0.03309872395446212,0.14528103742172677,-0.0479142786438704,-0.6861007335771001,0.7112407647573846,3.324267720848993e-14,5.244612404982856e-14,1.8726510267314847e-29,stop,0.0,0.0,0.0,0.0,0.6573578119277954,1.3760021924972534,0.12743982672691345,391.32818603515625,48.90496826171875,0,0
88,0,-0.40764303915981,0.3212827353914255,0.19885634376749473,-0.4190396351051982,0.5908339403816918,0.005914728169572225,0.6393325188934385,-0.13657387371453017,0.7001779851597302,0.28697089817896076,-1.1551598767976223,-0.8136200192241098,-1.7117296787547025e-13,forward,50.0,0.0,0.0,0.0,0.7991224527359009,1.5339789390563965,0.15945865213871002,364.77935791015625,41.09294891357422,0,0
88,1,1.157434498942007,-0.6169047867652656,0.1954452588750237,0.11312164391161418,-0.06374792093306826,0.023711692825957587,0.1456699544214064,-0.04719596908690697,-0.6885510456616645,0.7088372608709573,0.2817214431477853,0.4695677238810921,-1.4757879132431853e-14,right,0.0,50.0,0.0,0.0,0.7348566055297852,1.5339789390563965,0.1825730800628662,364.77935791015625,41.09294891357422,0,0
92,0,-0.4367935500985451,0.36174047977419077,0.19917785665597626,-0.3696900646266696,0.5249475154933056,0.004237269621032658,0.640928404083036,-0.22087082649777254,0.6810244483433164,0.2768258651218218,-1.8935321820070863,-1.3488118304024217,1.5583060590187858,left,0.0,-50.0,0.0,0.0,0.7741564512252808,1.5010113716125488,0.14922815561294556,350.4980773925781,34.217376708984375,0,0
92,1,1.1657773132509555,-0.6208532194697058,0.19845677260930297,0.1420155509391594,-0.05780813616787062,0.007999447255782617,0.15893673139840697,-0.0339781059646894,-0.6931029861382451,0.7022769071624745,0.2904316894974236,0.5602600412804282,-1.7746289116237266,rotate_right,0.0,0.0,0.0,-5.0,0.7268548607826233,1.5010113716125488,0.1356140673160553,350.4980773925781,34.217376708984375,0,0
